Country_x,Country Code,Sex_x,Year_x,htn,treat,control,diagn,untreatedstage2HTN,Country_y,Income,pop,pop_tot,Indicator_b,Country_b,Year_b,GeoRegion_b,nurse,Indicator_c,Country_c,Year_c,GeoRegion_c,pharma,Indicator_d,Country_d,Year_d,GeoRegion_d,chws_n,Indicator_a,Country_a,Year_a,phy,chws,hw,treatn,controln,diagng,htn2,n_phy,b_phy,pop_htn,pop_htn_visit1,pop_htn_visit2,pop_htn_visit3,phy_s1,phy_s2,phy_s1_i1,phy_s2_i2,phy_s1_c,phy_s2_c,gaps_hf_base_s1,gaps_hf_base_s2,gaps_hf_base_s1_i1,gaps_hf_base_s2_i2,gaps_hf_base_s1_c,gaps_hf_base_s2_c,gaps_hf_6_s1,gaps_hf_6_s2,gaps_hf_3_s1,gaps_hf_3_s2,gaps_hf_6_s1_i1,gaps_hf_6_s2_i2,gaps_hf_3_s1_i1,gaps_hf_3_s2_i2,gaps_hf_6_s1_c,gaps_hf_6_s2_c,gaps_hf_3_s1_c,gaps_hf_3_s2_c,gaps_cat4_base_s1_c
Libya,LBY,Men,2019,42.6837185,35.5823999,11.3456351,48.0741443,18.95846385,Libya,Upper middle income,5800000,7000000,"Nursing and midwifery personnel (per 10,000)",Libya,2017.0,Eastern Mediterranean,67.38,"Pharmacists  (per 10,000)",Libya,2017.0,Eastern Mediterranean,6.2,,,,,,Physician per 1000,Libya,2017.0,21.57,0.0,95.15,15.18789140886028,4.842738948121193,20.5198324242958,37.8409795518788,73.58,95.15,2475655.673,29707868.076,14853934.038,7426967.018999999,5004240.0,2502120.0,17070560.0,8535280.0,22074800.0,11037400.0,24703628.076,27205748.076,12637308.075999998,21172588.076,7633068.075999998,18670468.076,9849694.038,12351814.038,2422727.0189999994,4924847.018999999,-2216625.962000001,6318654.037999999,-9643592.981,-1108312.9810000006,-7220865.962000001,3816534.037999999,-14647832.981,-3610432.9810000006,3
Lithuania,LTU,Men,2019,48.0123666,45.1007383,12.898228649999998,69.4106654,17.74856455,Lithuania,High income,2000000,2600000,"Nursing and midwifery personnel (per 10,000)",Lithuania,2022.0,Europe,94.67,"Pharmacists  (per 10,000)",Lithuania,2022.0,Europe,13.29,,,,,,Physician per 1000,Lithuania,2021.0,49.5,0.0,157.46,21.65393181190261,6.192744824344231,33.32570313134735,41.81962177565577,107.96,157.46,960247.332,11522967.984,5761483.992000001,2880741.9960000003,3960000.0,1980000.0,8636800.000000002,4318400.000000001,12596800.0,6298400.0,7562967.984000001,9542967.984,2886167.9839999992,7204567.984,-1073832.015999999,5224567.984000001,1801483.9920000008,3781483.992000001,-1079258.0039999995,900741.9960000004,-2875316.0080000013,1443083.9919999996,-5756058.004000002,-1437658.004000001,-6835316.007999999,-536916.0079999994,-9716058.004,-3417658.004,1
Luxembourg,LUX,Men,2019,30.3870652,51.214176,30.27634645,59.202019150000005,10.28590185,Luxembourg,High income,490000,660000,"Nursing and midwifery personnel (per 10,000)",Luxembourg,2017.0,Europe,120.8,"Pharmacists  (per 10,000)",Luxembourg,2017.0,Europe,6.98,,,,,,Physician per 1000,Luxembourg,2017.0,29.85,0.0,157.63,15.562485052762757,9.200093135939388,17.98975615882699,21.18697206406061,127.78,157.63,148896.61948,1786759.43376,893379.71688,446689.85844,585060.0,292530.0,2504488.0,1252244.0,3089548.0,1544774.0,1201699.43376,1494229.43376,-717728.5662400001,534515.4337599999,-1302788.56624,241985.43376,308319.71688,600849.71688,-138370.14156000002,154159.85843999998,-1611108.28312,-358864.28312000004,-2057798.14156,-805554.14156,-2196168.28312,-651394.28312,-2642858.14156,-1098084.14156,1
Macedonia (TFYR),MKD,Men,2019,45.04125215,52.896479750000005,23.21646725,64.2664473,11.73012965,Macedonia (TFYR),Upper middle income,1300000,2100000,"Nursing and midwifery personnel (per 10,000)",North Macedonia,2020.0,Europe,48.32,"Pharmacists  (per 10,000)",North Macedonia,2020.0,Europe,5.24,,,,,,Physician per 1000,North Macedonia,2015.0,28.34,0.0,81.89999999999999,23.82523682267119,10.45698755439467,28.946412576239865,34.584264595605326,53.56,81.89999999999999,585536.2779499999,7026435.335399998,3513217.667699999,1756608.8338499996,1473680.0,736840.0,2785120.0,1392560.0,4258799.999999999,2129399.9999999995,5552755.335399998,6289595.335399998,4241315.335399998,5633875.335399998,2767635.3354,4897035.335399998,2039537.6676999992,2776377.667699999,282928.8338499996,1019768.8338499996,728097.6676999992,2120657.667699999,-1028511.1661500004,364048.8338499996,-745582.3322999999,1383817.6676999996,-2502191.1661499995,-372791.16615,3
Madagascar,MDG,Men,2019,36.83383205,15.61605105,6.37899035,33.513106650000005,28.2550643,Madagascar,Low income,12000000,30700000,"Nursing and midwifery personnel (per 10,000)",Madagascar,2018.0,Africa,2.92,"Pharmacists  (per 10,000)",Madagascar,2022.0,Africa,0.009,Community Health Workers (number),Madagascar,2021.0,Africa,41616.0,Physician per 1000,Madagascar,2018.0,1.95,13.555700325732898,18.43470032573289,5.751990016599262,2.349626592004707,12.344161418198382,34.484205457995294,16.4847003257329,18.43470032573289,4420059.846,53040718.152,26520359.076,13260179.538,936000.0000000002,468000.0000000001,7912656.156351792,3956328.078175896,8848656.15635179,4424328.078175895,52104718.152,52572718.152,45128061.995648205,49084390.0738241,44192061.995648205,48616390.0738241,25584359.076,26052359.076,12324179.538,12792179.538,18607702.919648208,22564030.997824103,5347523.381648207,9303851.459824104,17671702.919648208,22096030.997824103,4411523.381648209,8835851.459824104,5
Malawi,MWI,Men,2019,29.219466,22.78070185,10.1601461,35.964565300000004,26.32324055,Malawi,Low income,11300000,21600000,"Nursing and midwifery personnel (per 10,000)",Malawi,2022.0,Africa,5.0,"Pharmacists  (per 10,000)",Malawi,2022.0,Africa,0.054,Community Health Workers (number),Malawi,2022.0,Africa,10747.0,Physician per 1000,Malawi,2020.0,0.49,4.975462962962963,10.519462962962963,6.6563994316221216,2.968740435239826,10.5086539298813,26.25072556476017,10.029462962962963,10.519462962962963,3301799.6580000003,39621595.896000005,19810797.948000003,9905398.974,221480.0000000001,110740.00000000004,4533317.25925926,2266658.62962963,4754797.25925926,2377398.62962963,39400115.896000005,39510855.896000005,35088278.636740744,37354937.26637038,34866798.636740744,37244197.26637038,19589317.948000003,19700057.948000003,9683918.974,9794658.974,15277480.68874074,17544139.318370372,5372081.714740741,7638740.344370371,15056000.68874074,17433399.318370372,5150601.714740741,7528000.344370371,4
Morocco,MAR,Men,2019,35.30048435,28.5004963,9.9287173,42.6361801,20.57818185,Morocco,Lower middle income,27000000,37500000,"Nursing and midwifery personnel (per 10,000)",Morocco,2017.0,Eastern Mediterranean,13.91,"Pharmacists  (per 10,000)",Morocco,2017.0,Eastern Mediterranean,2.6,Community Health Workers (number),Morocco,2020.0,Eastern Mediterranean,1061.0,Physician per 1000,Morocco,2017.0,7.32,0.2829333333333333,24.11293333333333,10.060813236053828,3.5048852966422426,15.050778083638312,31.795599053357755,16.792933333333334,24.11293333333333,9531130.7745,114373569.294,57186784.647,28593392.3235,7905600.0,3952800.0,18136368.0,9068184.0,26041968.0,13020984.0,106467969.294,110420769.294,96237201.294,105305385.294,88331601.294,101352585.294,49281184.647,53233984.647,20687792.3235,24640592.3235,39050416.647,48118600.647,10457024.3235,19525208.3235,31144816.647,44165800.647,2551424.3235,15572408.3235,5
Malaysia,MYS,Men,2019,40.75398595,42.93345315,19.3512038,49.49100545,19.8159551,Malaysia,Upper middle income,23000000,34200000,"Nursing and midwifery personnel (per 10,000)",Malaysia,2019.0,Western Pacific,33.94,"Pharmacists  (per 10,000)",Malaysia,2015.0,Western Pacific,3.38,,,,,,Physician per 1000,Malaysia,2020.0,22.28,0.0,59.6,17.497093464600834,7.886386877807866,20.16955740760673,32.867599072192135,37.32,59.6,9373416.7685,112481001.222,56240500.611,28120250.3055,20497600.0,10248800.0,34334400.0,17167200.0,54832000.0,27416000.0,91983401.222,102232201.222,78146601.222,95313801.222,57649001.222,85065001.222,35742900.611,45991700.611,7622650.305500001,17871450.3055,21906100.611,39073300.611,-6214149.694499999,10953050.3055,1408500.6110000014,28824500.611,-26711749.6945,704250.3055000007,5
Mali,MLI,Men,2019,34.384605150000006,34.65561885,14.1011773,51.34329575,27.31265855,Mali,Low income,10000000,23600000,"Nursing and midwifery personnel (per 10,000)",Mali,2022.0,Africa,3.52,"Pharmacists  (per 10,000)",Mali,2022.0,Africa,0.76,Community Health Workers (number),Mali,2020.0,Africa,3303.0,Physician per 1000,Mali,2018.0,1.23,1.3995762711864406,6.90957627118644,11.91619770386147,4.848634136106432,17.654189514634233,29.53597101389357,5.679576271186441,6.90957627118644,3438460.5150000006,41261526.18000001,20630763.090000004,10315381.545000002,492000.0,246000.0,2271830.5084745768,1135915.2542372884,2763830.508474576,1381915.254237288,40769526.18000001,41015526.18000001,38989695.67152543,40125610.92576272,38497695.67152543,39879610.92576272,20138763.090000004,20384763.090000004,9823381.545000002,10069381.545000002,18358932.581525423,19494847.83576272,8043551.036525425,9179466.290762711,17866932.581525426,19248847.83576272,7551551.036525426,8933466.290762713,4
Malta,MLT,Men,2019,29.44324075,66.83521965,45.42575815,71.6686557,5.5671774,Malta,High income,380000,530000,"Nursing and midwifery personnel (per 10,000)",Malta,2020.0,Europe,85.08,"Pharmacists  (per 10,000)",Malta,2021.0,Europe,25.48,,,,,,Physician per 1000,Malta,2021.0,54.85,0.0,165.41,19.678454627340805,13.374815334617246,21.1015748400396,16.068425415382755,110.56,165.41,111884.31485,1342611.7782,671305.8891,335652.94455,833720.0000000001,416860.00000000006,1680512.0,840256.0,2514232.0,1257116.0,508891.7782,925751.7782,-337900.22179999994,502355.77820000006,-1171620.2218,85495.77820000006,-162414.1109000001,254445.8891,-498067.0554500001,-81207.05545000004,-1009206.1109,-168950.11089999997,-1344859.05545,-504603.05545,-1842926.1109,-585810.1109,-2178579.05545,-921463.05545,1
Marshall Islands,MHL,Men,2019,31.843239550000003,30.2067966,14.6133401,45.46313335,24.02529785,Marshall Islands,High income,40000,42000,"Nursing and midwifery personnel (per 10,000)",Marshall Islands,2018.0,Western Pacific,42.39,"Pharmacists  (per 10,000)",Marshall Islands,2012.0,Western Pacific,0.77,Community Health Workers (number),Marshall Islands,2010.0,Western Pacific,53.0,Physician per 1000,Marshall Islands,2012.0,4.6000000000000005,12.61904761904762,60.379047619047626,9.618822601719256,4.65336089429921,14.47693445957644,27.189878655700795,55.77904761904762,60.379047619047626,12737.29582,152847.54984000002,76423.77492000001,38211.887460000005,7360.000000000002,3680.000000000001,89246.47619047621,44623.238095238106,96606.4761904762,48303.2380952381,145487.54984000002,149167.54984000002,63601.07364952381,108224.31174476192,56241.07364952382,104544.31174476192,69063.77492000001,72743.77492000001,30851.887460000005,34531.887460000005,-12822.701270476202,31800.536824761904,-51034.58873047621,-6411.350635238101,-20182.701270476187,28120.53682476191,-58394.58873047619,-10091.350635238094,2
Mauritania,MRT,Men,2019,37.83657965,25.7665408,10.84284445,42.2989885,28.24398905,Mauritania,Lower middle income,3100000,5400000,"Nursing and midwifery personnel (per 10,000)",Mauritania,2022.0,Africa,16.56,"Pharmacists  (per 10,000)",Mauritania,2022.0,Africa,0.18,,,,,,Physician per 1000,Mauritania,2018.0,1.92,0.0,18.66,9.749177732841748,4.102561476649854,16.00449047494684,33.73401817335015,16.74,18.66,1172933.96915,14075207.6298,7037603.8149,3518801.90745,238080.0000000001,119040.00000000004,2075760.0,1037880.0,2313840.0,1156920.0,13837127.6298,13956167.6298,11999447.6298,13037327.6298,11761367.6298,12918287.6298,6799523.8149,6918563.8149,3280721.90745,3399761.90745,4961843.8149,5999723.8149,1443041.90745,2480921.90745,4723763.8149,5880683.8149,1204961.9074499998,2361881.90745,4
Mauritius,MUS,Men,2019,33.0749407,60.28233295,34.59703795,66.67694955,12.0034436,Mauritius,Upper middle income,970000,1300000,"Nursing and midwifery personnel (per 10,000)",Mauritius,2022.0,Africa,30.01,"Pharmacists  (per 10,000)",Mauritius,2022.0,Africa,0.27,Community Health Workers (number),Mauritius,2022.0,Africa,916.0,Physician per 1000,Mauritius,2020.0,26.58,7.046153846153846,63.906153846153856,19.93834587578906,11.442949785918994,22.05336152423142,21.631990914081005,37.32615384615384,63.906153846153856,320826.92479,3849923.09748,1924961.54874,962480.77437,1031304.0000000002,515652.0000000001,1448254.7692307692,724127.3846153846,2479558.769230769,1239779.3846153847,2818619.097479999,3334271.0974799995,2401668.32824923,3125795.712864615,1370364.32824923,2610143.712864615,893657.5487399995,1409309.5487399995,-68823.22563000035,446828.77436999977,476706.7795092305,1200834.164124615,-485773.99486076937,238353.3897546153,-554597.2204907697,685182.164124615,-1517077.9948607697,-277298.61024538486,2
Mexico,MEX,Men,2019,32.0729674,49.51057765,27.4254437,57.2091048,13.43624965,Mexico,Upper middle income,104000000,133800000,"Nursing and midwifery personnel (per 10,000)",Mexico,2021.0,Americas,29.91,"Pharmacists  (per 10,000)",Mexico,2010.0,Americas,0.5,,,,,,Physician per 1000,Mexico,2020.0,24.41,0.0,54.81999999999999,15.879511429236189,8.796153617206356,18.34865753233584,23.27681378279365,30.41,54.81999999999999,33355886.096000005,400270633.15200007,200135316.57600003,100067658.28800002,101545600.0,50772799.99999999,126505600.0,63252800.0,228051200.0,114025600.0,298725033.15200007,349497833.15200007,273765033.15200007,337017833.15200007,172219433.1520001,286245033.15200007,98589716.57600003,149362516.57600003,-1477941.7119999677,49294858.288000025,73629716.57600003,136882516.57600003,-26437941.711999983,36814858.28800002,-27915883.42399993,86109716.57600005,-127983541.71199995,-13957941.711999968,6
Micronesia (Federated States of),FSM,Men,2019,32.81049205,27.6055481,13.4688513,50.0393517,26.01510955,Micronesia (Federated States of),Lower middle income,90000,116000,"Nursing and midwifery personnel (per 10,000)",Micronesia (Federated States of),2019.0,Western Pacific,21.99,,,,,0.0,Community Health Workers (number),Micronesia (Federated States of),2008.0,Western Pacific,31.0,Physician per 1000,Micronesia (country),2020.0,9.63,2.6724137931034484,34.29241379310345,9.057516164709426,4.419196385012822,16.41815751140004,28.39129566498718,24.662413793103447,34.29241379310345,29529.442845,354353.31414000003,177176.65707000002,88588.32853500001,34667.99999999999,17333.999999999996,88784.68965517242,44392.34482758621,123452.6896551724,61726.3448275862,319685.31414000003,337019.31414000003,265568.6244848276,309960.9693124138,230900.62448482763,292626.9693124138,142508.65707000002,159842.65707000002,53920.328535000015,71254.32853500001,88391.9674148276,132784.3122424138,-196.36112017241248,44195.9837074138,53723.96741482761,115450.3122424138,-34864.3611201724,26861.983707413805,2
Moldova,MDA,Men,2019,48.1047883,36.4039063,8.27371255,59.170318,22.81094145,Moldova,Lower middle income,1900000,2500000,"Nursing and midwifery personnel (per 10,000)",Republic of Moldova,2020.0,Europe,61.18,"Pharmacists  (per 10,000)",Republic of Moldova,2022.0,Europe,5.41,Community Health Workers (number),Republic of Moldova,2019.0,Europe,228.0,Physician per 1000,Moldova,2020.0,40.57000000000001,0.912,108.072,17.512022058545366,3.980051906728032,28.4637562103368,44.12473639327197,67.50200000000001,108.072,913990.9777000002,10967891.732400002,5483945.866200001,2741972.9331000005,3083320.0000000005,1541660.0000000002,5130152.0,2565076.0,8213472.0,4106736.0,7884571.732400002,9426231.732400002,5837739.732400002,8402815.732400002,2754419.732400002,6861155.732400002,2400625.8662000005,3942285.866200001,-341347.0669,1200312.9331000005,353793.866200001,2918869.866200001,-2388179.0668999995,176896.9331000005,-2729526.133799999,1377209.866200001,-5471499.0669,-1364763.0668999995,3
Mongolia,MNG,Men,2019,42.8238328,54.7874549,25.73246495,70.35028365,14.2491176,Mongolia,Lower middle income,2200000,3500000,"Nursing and midwifery personnel (per 10,000)",Mongolia,2018.0,Western Pacific,42.22,"Pharmacists  (per 10,000)",Mongolia,2018.0,Western Pacific,6.83,Community Health Workers (number),Mongolia,2016.0,Western Pacific,302.0,Physician per 1000,Mongolia,2018.0,38.59,0.8628571428571429,88.50285714285714,23.462088081751407,11.019627765506602,30.126687844601733,31.8042050344934,49.91285714285714,88.50285714285714,942124.3216,11305491.8592,5652745.929599999,2826372.9648,3395920.000000001,1697960.0000000005,4392331.428571429,2196165.7142857146,7788251.428571429,3894125.7142857146,7909571.859199998,9607531.8592,6913160.43062857,9109326.144914284,3517240.43062857,7411366.144914284,2256825.9295999985,3954785.929599999,-569547.0352000012,1128412.9647999993,1260414.5010285703,3456580.215314285,-1565958.4637714294,630207.2505142852,-2135505.4989714297,1758620.215314285,-4961878.463771429,-1067752.7494857148,3
Maldives,MDV,Men,2019,34.006088150000004,30.82962055,14.6900473,43.91411815,25.020080300000004,Maldives,Upper middle income,370000,540000,"Nursing and midwifery personnel (per 10,000)",Maldives,2020.0,South-East Asia,48.97,"Pharmacists  (per 10,000)",Maldives,2020.0,South-East Asia,6.84,Community Health Workers (number),Maldives,2020.0,South-East Asia,224.0,Physician per 1000,Maldives,2019.0,21.61,4.148148148148148,81.56814814814815,10.483947940543514,4.995510434114696,14.93347372838415,29.010577715885308,59.95814814814815,81.56814814814815,125822.526155,1509870.31386,754935.15693,377467.578465,319828.0,159914.0,887380.5925925926,443690.2962962963,1207208.5925925926,603604.2962962963,1190042.31386,1349956.31386,622489.7212674075,1066180.017563704,302661.7212674075,906266.0175637038,435107.15693000006,595021.15693,57639.57846500003,217553.57846500003,-132445.43566259253,311244.86063370376,-509913.01412759256,-66222.71783129626,-452273.4356625925,151330.86063370376,-829741.0141275926,-226136.71783129624,2
Portugal,PRT,Men,2019,32.48634715,64.0552112,45.17143585,69.5307366,5.946714849999999,Portugal,High income,8100000,10200000,"Nursing and midwifery personnel (per 10,000)",Portugal,2021.0,Europe,77.89,"Pharmacists  (per 10,000)",Portugal,2021.0,Europe,9.84,,,,,,Physician per 1000,Portugal,2020.0,56.150000000000006,0.0,143.88000000000002,20.80919827809768,14.674549462870557,22.587996467828106,17.811797687129445,87.73,143.88000000000002,2631394.11915,31576729.4298,15788364.714899998,7894182.357449999,18192600.000000004,9096300.000000002,28424520.0,14212260.0,46617120.00000001,23308560.000000004,13384129.429799993,22480429.4298,3152209.4297999963,17364469.429799996,-15040390.570200011,8268169.429799993,-2404235.2851000056,6692064.714899996,-10298417.642550005,-1202117.6425500028,-12636155.285100002,1576104.7148999982,-20530337.64255,-6318077.642550001,-30828755.28510001,-7520195.285100006,-38722937.64255001,-15414377.642550005,1
Puerto Rico,PRI,Men,2019,42.48268635,48.82390795,22.3888496,62.52362364999999,16.90339025,Puerto Rico,High income,3200000,3200000,,,,,0.0,,,,,0.0,,,,,,Physician per 1000,Puerto Rico,1995.0,17.5,0.0,17.5,20.741707678211213,9.51138475294123,26.56171492988392,32.97130159705877,0.0,17.5,1359445.9632,16313351.558399998,8156675.779199999,4078337.8896,2240000.0,1120000.0,0.0,0.0,2240000.0,1120000.0,14073351.558399998,15193351.558399998,16313351.558399998,16313351.558399998,14073351.558399998,15193351.558399998,5916675.779199999,7036675.779199999,1838337.8896,2958337.8895999994,8156675.779199999,8156675.779199999,4078337.8896,4078337.8896,5916675.779199999,7036675.779199999,1838337.8896,2958337.8895999994,4
